post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
production-distribution-and-exchange-in-human-societies,"Production, Distribution, and Exchange in Human Societies",post,https://sustainablecatalyst.com/production-distribution-and-exchange-in-human-societies/,12,7,5,Energy and Climate | Economics | Engineering | Mathematical Modeling,economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | systems-modeling-tool | energy-systems-calculator | climate-change-scenario-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"Y = \sum_i Q_i P_i ; Y = A \cdot F(K,L,E,N) ; Y = W + \Pi + R + I ; x = Ax + f ; x = (I - A)^{-1}f"
status-quo-bias-institutional-inertia,Status Quo Bias and Institutional Inertia,post,https://sustainablecatalyst.com/status-quo-bias-institutional-inertia/,12,7,5,"Electrical, RF, and Power Systems | Economics",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"U(S) = V(S) + \kappa ; U(A) = V(A) - c - \lambda L ; V(A) - c - \lambda L \geq V(S) + \kappa ; V(A) - V(S) \geq c + \lambda L + \kappa ; P(Y_i = A) = f(V(A)-V(S), c_i, \lambda_i, L_i, \kappa_i, D_i)"
stocks-flows-and-accumulation,"Stocks, Flows, and Accumulation: How Systems Build Pressure Over Time",post,https://sustainablecatalyst.com/stocks-flows-and-accumulation/,12,7,5,"Electrical, RF, and Power Systems | Engineering",systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"\frac{dS}{dt}=I(t)-O(t) ; S_{t+1}=S_t+\Delta t\,[I_t-O_t] ; \frac{dS}{dt}=I-kS ; O_t=\min(C, kS_t) ; S_{t+1}=S_t+rS_t\left(1-\frac{S_t}{K}\right)-H_t"
systems-thinking-in-ai-and-technology,Systems Thinking in AI and Technology,post,https://sustainablecatalyst.com/systems-thinking-in-ai-and-technology/,12,7,5,"Electrical, RF, and Power Systems | Environmental Monitoring | Health and Clinical Research",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\text{Risk}_{t+1} = f(\text{Model}_t, \text{Environment}_{t+1}, \text{User Adaptation}_{t+1}) ; \text{AI Accountability} = \text{Transparency} + \text{Responsibility} + \text{Contestability} + \text{Remedy} ; \hat{y} = f(X; \theta) ; X_{t+1} = g(X_t, \hat{y}_t, D_t, A_t) ; \Delta_g = \left| Error_g - Error_{ref} \right|"
uncertainty-model-interpretation,Uncertainty and Model Interpretation in Systems Modeling,post,https://sustainablecatalyst.com/uncertainty-model-interpretation/,12,7,5,"Risk, Resilience, and Global Impact | Engineering | Electrical, RF, and Power Systems",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"x_{t+1}=f(x_t,\theta,s_t) ; \theta \in \Theta ; s_t \in \mathcal{S} ; f \in \mathcal{F} ; x_{t+1}^{(i)}=f^{(i)}\!\left(x_t^{(i)},\theta^{(i)},s_t^{(i)}\right), \quad i=1,\dots,N"
digital-knowledge-platforms,Digital Knowledge Platforms,post,https://sustainablecatalyst.com/digital-knowledge-platforms/,11,7,4,"Mathematical Modeling | Electrical, RF, and Power Systems | Environmental Monitoring",systems-modeling-tool | systems-thinking-tool | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"DKP = f(C, M, T, O, G, R, U) ; PlatformCoherence = f(I, S, E, C, G) ; AIR = f(Text, Metadata, Taxonomy, Ontology, Graph, Provenance) ; P = (O, L, M) ; Coverage = \frac{|O_M|}{|O|}"
food-water-energy-systems-thinking,Food-Water-Energy Systems Thinking,post,https://sustainablecatalyst.com/food-water-energy-systems-thinking/,11,7,4,Environmental Monitoring | Health and Clinical Research,energy-systems-calculator | climate-change-scenario-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,"G_{t+1} = G_t + R_t - W_t ; \text{Water-for-Energy} + \text{Energy-for-Water} = \text{Nexus Coupling} ; \text{Nexus Resilience} = \text{Infrastructure Capacity} + \text{Ecosystem Function} + \text{Social Capacity} ; E_{\text{pump}} = f(W, H, \eta) ; F_t = f(W_t, E_t, S_t, C_t, L_t)"
history-of-systems-modeling,The History of Systems Modeling: From Cybernetics to Simulation,post,https://sustainablecatalyst.com/history-of-systems-modeling/,11,7,4,"Electrical, RF, and Power Systems | Energy and Climate",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | energy-systems-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\frac{dS(t)}{dt}=I(t)-O(t) ; x_{t+1}=F(x_t,u_t,\theta,\varepsilon_t) ; \frac{dx}{dt}=-k(x(t)-x^*) ; O(t)=kS(t-\tau) ; A_{ij}=\text{influence, dependency, or flow from }i\text{ to }j"
mathematical-modeling,"Mathematical Modeling: Abstraction, Uncertainty, and the Structure of Reality",post,https://sustainablecatalyst.com/mathematical-modeling/,11,7,4,"Health and Clinical Research | Risk, Resilience, and Global Impact",clinical-research-calculator | health-and-medical-public-health-analytics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,"M: W \rightarrow F ; x_{t+1} = f(x_t, u_t, \theta, \varepsilon_t) ; \frac{dx}{dt} = f(x,t,\theta) ; \hat{\theta} = \arg\min_{\theta} \sum_{i=1}^{n} \left(y_i - \hat{y}_i(\theta)\right)^2 ; S_i = \frac{\partial y}{\partial \theta_i}\frac{\theta_i}{y}"
platforms-feedback-loops-and-digital-systems,"Platforms, Feedback Loops, and Digital Systems",post,https://sustainablecatalyst.com/platforms-feedback-loops-and-digital-systems/,11,7,4,"Engineering | Electrical, RF, and Power Systems | Environmental Monitoring | Health and Clinical Research",systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\text{Amplification Score} = w_1E + w_2R + w_3N + w_4P - w_5H ; \text{Creator Strategy}_{t+1} = f(\text{Metrics}_t, \text{Revenue}_t, \text{Visibility}_t, \text{Platform Rules}_t) ; E_{t+1} = E_t + \alpha A_t - \beta F_t ; R_{u,c} = w_1P(\text{click}) + w_2P(\text{watch}) + w_3P(\text{share}) - w_4H_c ; V(n) = k n^\gamma"
time-discounting-long-term-decision-making,Time Discounting and Long-Term Decision-Making,post,https://sustainablecatalyst.com/time-discounting-long-term-decision-making/,11,7,4,Economics,economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,policy-economics-scorecard | tradeoff-analysis,U_0 = \sum_{t=0}^{T} \delta^t u(x_t) ; PV = \frac{FV}{(1+r)^t} ; U_0 = u(x_0) + \beta \sum_{t=1}^{T}\delta^t u(x_t) ; \text{Choose } L \text{ if } \beta\delta^d u(L) \geq u(S) ; \beta\delta^d u(L) + A \geq u(S) - k
what-is-biology,"What Is Biology? Life, Evolution, and Living Systems",post,https://sustainablecatalyst.com/what-is-biology/,11,7,4,Environmental Monitoring | Health and Clinical Research | Systems Modeling,environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,N(t)=N_0 e^{rt} ; \frac{dN}{dt}=rN\left(1-\frac{N}{K}\right) ; p+q=1 ; p^2+2pq+q^2=1 ; H'=-\sum_{i=1}^{S}p_i\ln(p_i)
what-is-mathematical-modeling,What Is Mathematical Modeling? How Formal Models Translate Reality Into Structure,post,https://sustainablecatalyst.com/what-is-mathematical-modeling/,11,7,4,"Health and Clinical Research | Mathematical Modeling | Electrical, RF, and Power Systems | Engineering",clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-modeling-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"M = (Q, B, A, V, P, R, C, E, I) ; y = f(x; \theta) ; x(t) = \text{quantity of interest at time } t ; \frac{dx}{dt} = r x ; \frac{dx}{dt} = r x \left(1 - \frac{x}{K}\right)"
wholes-parts-and-interdependence,"Wholes, Parts, and Interdependence",post,https://sustainablecatalyst.com/wholes-parts-and-interdependence/,11,7,4,"Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact | Engineering | Health and Clinical Research",systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"W \neq \sum_{i=1}^{n} P_i ; \max(P_i) \nRightarrow \max(W) ; R = f(D, M, A, F, C) ; S = (P, R) ; G = (V, E)"
case-study-infrastructure-interdependence,Case Study: Infrastructure Interdependence: How Linear Algebra Models Cascading Risk Across Systems,post,https://sustainablecatalyst.com/case-study-infrastructure-interdependence/,10,7,3,"Health and Clinical Research | Engineering | Risk, Resilience, and Global Impact | Electrical, RF, and Power Systems",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | mechanical-systems-engineering-tool | structural-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\mathcal{I}=\{I_1,I_2,\ldots,I_m\} ; D_{ij}=\text{dependency of sector } i \text{ on sector } j ; A= \begin{bmatrix} A_{PP} & A_{PW} & A_{PC} \\ A_{WP} & A_{WW} & A_{WC} \\ A_{CP} & A_{CW} & A_{CC} \end{bmatrix} ; \mathbf{x}_{t+1}=C\mathbf{x}_t ; \mathbf{x}_{t+k}=C^k\mathbf{x}_t"
flow-connectivity-and-system-vulnerability,"Flow, Connectivity, and System Vulnerability: How Linear Algebra Reveals Bottlenecks, Resilience, and Failure Risk",post,https://sustainablecatalyst.com/flow-connectivity-and-system-vulnerability/,10,7,3,"Risk, Resilience, and Global Impact | Electrical, RF, and Power Systems | Engineering | Health and Clinical Research",systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\lambda(G)=\min |\delta(S)| ; 0 \le f_e \le c_e ; c(S,\bar{S})=\sum_{u\in S,\ v\in \bar{S}} c_{uv} ; \mathbf{x}_{t+1}=F(\mathbf{x}_t,A,D,\mathbf{u}_t) ; R=\int_{t_0}^{t_1} S(t)\,dt"
information-architecture-vs-knowledge-architecture,Information Architecture vs. Knowledge Architecture,post,https://sustainablecatalyst.com/information-architecture-vs-knowledge-architecture/,10,7,3,Environmental Monitoring | Mathematical Modeling | Health and Clinical Research,environmental-monitoring-qaqc-tool | environmental-science-calculator | systems-modeling-tool | systems-thinking-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | electronics-engineering-calculator | rf-and-antenna-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,"IA = f(N, L, S, C, U) ; KA = f(C, R, M, O, G) ; RetrievalQuality = f(Text, Metadata, Taxonomy, Ontology, Graph, Governance) ; IA_G = (P, N) ; KA_G = (K, S)"
relational-thinking-and-query-logic,Relational Thinking and Query Logic: How Databases Ask Structured Questions,post,https://sustainablecatalyst.com/relational-thinking-and-query-logic/,10,7,3,Mathematical Modeling | Engineering,systems-modeling-tool | systems-thinking-tool | mechanical-systems-engineering-tool | structural-engineering-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"R \subseteq D_1 \times D_2 \times \cdots \times D_n ; \sigma_{\theta}(R) = \{t \in R : \theta(t)\} ; \pi_{A_1,\ldots,A_k}(R) ; R \bowtie_{\theta} S ; \exists s \in S : \theta(t,s)"
trade-globalization-and-uneven-development,"Trade, Globalization, and Uneven Development",post,https://sustainablecatalyst.com/trade-globalization-and-uneven-development/,10,7,3,"Risk, Resilience, and Global Impact | Economics | Engineering",decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,TO = \frac{X + M}{Y} ; TB = X - M ; EC = \sum_{i=1}^{n} x_i^2 ; DVC = \frac{Domestic\ Value\ Added}{Gross\ Exports} ; TT = \frac{P_x}{P_m}
energy-systems,"Energy Systems: Infrastructure, Transition, Resilience, and Decarbonization",post,https://sustainablecatalyst.com/energy-systems/,9,7,2,"Engineering | Environmental Monitoring | Energy and Climate | Electrical, RF, and Power Systems",decision-analysis-tool | global-impact-assessment-matrix | energy-systems-calculator | climate-change-scenario-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,E = P \times t ; CF = \frac{E_{\text{actual}}}{P_{\text{nameplate}} \times t} ; SOC_{t+1} = SOC_t + \eta_c C_t - \frac{D_t}{\eta_d} ; I = \frac{\sum_i E_i f_i}{\sum_i E_i} ; LCOE = \frac{CAPEX \cdot CRF + FOM}{8760 \cdot CF} + VOM + Fuel
feedback-loops-and-system-behavior,Feedback Loops and System Behavior,post,https://sustainablecatalyst.com/feedback-loops-and-system-behavior/,9,7,2,"Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact | Environmental Monitoring | Engineering",systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,A \rightarrow B \rightarrow C \rightarrow A ; x_{t+1} = x_t + r x_t ; x_{t+1} = x_t + k(G - x_t) ; x_{t+1} = x_t + k(G - x_{t-d}) ; \text{Observed Effect} = \text{Intended Effect} - \text{Compensating Feedback}
finance-leverage-and-systemic-risk,"Finance, Leverage, and Systemic Risk",post,https://sustainablecatalyst.com/finance-leverage-and-systemic-risk/,9,7,2,"Engineering | Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | systems-modeling-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"\frac{D}{E} = \frac{Debt}{Equity} ; \frac{\Delta E}{E} \approx -Leverage \times x ; Borrowing \leq (1 - h) \times Collateral\ Value ; P_{t+1} = P_t - f(Sales_t) ; Sales_t = g(Leverage_t, Margin\ Calls_t, Funding\ Stress_t)"
infinity-infinitesimals-and-the-historical-problem-of-change,"Infinity, Infinitesimals, and the Historical Problem of Change: How Calculus Made Motion Mathematically Precise",post,https://sustainablecatalyst.com/infinity-infinitesimals-and-the-historical-problem-of-change/,9,7,2,"Electrical, RF, and Power Systems | Health and Clinical Research | Mathematical Modeling",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-modeling-tool | systems-thinking-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"\frac{dx}{dt} ; \frac{\partial y}{\partial \theta} ; \frac{f(x+h)-f(x)}{h} ; f'(x)=\lim_{h\to 0}\frac{f(x+h)-f(x)}{h} ; \int_a^b f(x)\,dx=\lim_{n\to\infty}\sum_{i=1}^{n} f(x_i)\Delta x"
physics-technology-and-the-modern-world,"Physics, Technology, and the Modern World",post,https://sustainablecatalyst.com/physics-technology-and-the-modern-world/,9,7,2,"Electrical, RF, and Power Systems | Energy and Climate | Mathematical Modeling | Astrophysics and Aerospace",energy-systems-calculator | climate-change-scenario-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,d = vt ; d = ct ; \Delta d = c\Delta t ; P = \frac{E}{t} ; P = IV
scalability-latency-and-system-performance,"Scalability, Latency, and System Performance: How Computational Systems Handle Growth",post,https://sustainablecatalyst.com/scalability-latency-and-system-performance/,9,7,2,"Electrical, RF, and Power Systems",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,T_{response} = T_{network} + T_{queue} + T_{compute} + T_{storage} + T_{coordination} ; X = \frac{N}{T} ; \rho = \frac{\lambda}{\mu} ; L = \lambda W ; S(p) = \frac{1}{s + \frac{1-s}{p}}
water-chemistry-and-environmental-monitoring,Water Chemistry and Environmental Monitoring,post,https://sustainablecatalyst.com/water-chemistry-and-environmental-monitoring/,9,7,2,Environmental Monitoring | Health and Clinical Research,environmental-monitoring-qaqc-tool | environmental-science-calculator | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | energy-systems-calculator | climate-change-scenario-tool | systems-modeling-tool,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,C = \frac{m}{V} ; L = C Q ; L_{\mathrm{kg/day}} = C_{\mathrm{mg/L}}Q_{\mathrm{L/s}} \times 0.0864 ; pH = -\log_{10}(a_{\mathrm{H}^+}) ; pH = pK_a + \log_{10}\left(\frac{[A^-]}{[HA]}\right)
why-complex-systems-require-models,Why Complex Systems Require Models: Systems Modeling Explained,post,https://sustainablecatalyst.com/why-complex-systems-require-models/,9,7,2,"Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact",systems-modeling-tool | limits-to-growth-system-dynamics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"\text{Local Interaction} \rightarrow \text{System Structure} \rightarrow \text{Emergent Behavior} ; A_{ij}=\text{dependency strength from node }i\text{ to node }j ; \frac{dx}{dt}=f(x,t) ; \frac{dx}{dt}=rx ; \frac{dx}{dt}=-k(x-x^*)"
computational-notebooks-reproducible-biological-research,Computational Notebooks and Reproducible Biological Research,post,https://sustainablecatalyst.com/computational-notebooks-reproducible-biological-research/,8,7,1,Environmental Monitoring | Systems Modeling,systems-modeling-tool | limits-to-growth-system-dynamics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis,"Y = f(D, \theta, E) ; f(D, \theta, E) \approx f(D, \theta, E) ; D_{\text{raw}} \rightarrow D_{\text{clean}} \rightarrow M \rightarrow Y ; h(D_1)=h(D_2) ; C=\frac{n_{\text{documented steps}}}{n_{\text{required steps}}}"
framing-effects-consumer-choice,Framing Effects in Consumer Choice,post,https://sustainablecatalyst.com/framing-effects-consumer-choice/,8,7,1,"Economics | Risk, Resilience, and Global Impact",regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | policy-economics-scorecard | tradeoff-analysis,"V(A) = V(B) ; U(A \mid F) = V(A) + \phi(F) ; U(B \mid F') = V(B) + \phi(F') ; \phi(F) \neq \phi(F') \Rightarrow U(A \mid F) \neq U(B \mid F') ; P(Y_i = 1) = f(V_i, F_i, S_i, \lambda_i, C_i)"
modeling-feedback-loops-complex-systems,Modeling Feedback Loops in Complex Systems,post,https://sustainablecatalyst.com/modeling-feedback-loops-complex-systems/,8,7,1,"Electrical, RF, and Power Systems",systems-modeling-tool | limits-to-growth-system-dynamics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,x_{t+1}=(1+r)x_t ; \frac{dx}{dt}=rx ; x_{t+1}=x_t+k(T-x_t) ; x_{t+1}=x_t+rx_t\left(1-\frac{x_t}{K}\right) ; x_{t+1}=x_t+k(T-x_{t-\tau})
probabilistic-algorithms-and-reasoning-under-uncertainty,Probabilistic Algorithms and Reasoning Under Uncertainty: How Algorithms Use Probability,post,https://sustainablecatalyst.com/probabilistic-algorithms-and-reasoning-under-uncertainty/,8,7,1,"Mathematical Modeling | Health and Clinical Research | Risk, Resilience, and Global Impact",systems-modeling-tool | limits-to-growth-system-dynamics-tool | systems-thinking-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,"(\Omega, \mathcal{F}, P) ; 0 \leq P(A) \leq 1 ; E[X] = \sum_x xP(X=x) ; Var(X)=E[(X-E[X])^2] ; \hat{\mu}_n = \frac{1}{n}\sum_{i=1}^{n} f(X_i)"
beyond-gdp-measuring-well-being-inclusion-and-sustainability,"Beyond GDP: Measuring Well-Being, Inclusion, and Sustainability",post,https://sustainablecatalyst.com/beyond-gdp-measuring-well-being-inclusion-and-sustainability/,7,7,0,"Health and Clinical Research | Electrical, RF, and Power Systems | Engineering",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"GDP = C + I + G + (X - M) ; WB = f(Health, Education, Income\ Security, Housing, Safety, Social\ Connection, Environment) ; IN = f(Distribution, Mobility, Access, Voice) ; SW = f(Natural\ Capital, Human\ Capital, Institutional\ Trust, Produced\ Capital) ; AP = Current\ Benefits - Social\ Costs - Ecological\ Costs"
circular-economy-and-regenerative-production,Circular Economy and Regenerative Production,post,https://sustainablecatalyst.com/circular-economy-and-regenerative-production/,7,7,0,"Engineering | Health and Clinical Research | Risk, Resilience, and Global Impact",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix | energy-systems-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,CR = \frac{Recovered\ Material}{Total\ Material\ Input} ; PLE = \frac{Actual\ Product\ Life}{Baseline\ Product\ Life} ; WR = 1 - \frac{Residual\ Waste}{Total\ Material\ Throughput} ; RB = Ecological\ Restoration - Ecological\ Degradation ; RE = Efficiency\ Gain - Induced\ Additional\ Use
climate-economics-transition-policy-and-decarbonization,"Climate Economics, Transition Policy, and Decarbonization",post,https://sustainablecatalyst.com/climate-economics-transition-policy-and-decarbonization/,7,7,0,Environmental Monitoring | Health and Clinical Research,economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | energy-systems-calculator | climate-change-scenario-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool,predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis,"E = Y \times EI ; CO_2 = Population \times Income\ per\ Capita \times Energy\ Intensity \times Carbon\ Intensity ; DR = \frac{EI_{old} - EI_{new}}{Time} ; TI = f(Public\ Investment, Private\ Capital, Policy\ Credibility, Cost\ of\ Capital) ; CD = f(Temperature, Exposure, Vulnerability, Adaptation\ Capacity)"
embedded-systems-architecture,"Embedded Systems Architecture: Components, Design, and Real-Time Constraints",post,https://sustainablecatalyst.com/embedded-systems-architecture/,7,7,0,"Health and Clinical Research | Electrical, RF, and Power Systems | Engineering",mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"A_{\mathrm{fit}} = f(W, T, M, P, I, F, S, L) ; U_{\mathrm{cpu}} = \sum_{i=1}^{n} \frac{C_i}{T_i} ; L_{\mathrm{event}} = L_{\mathrm{interrupt}} + L_{\mathrm{deferred}} + L_{\mathrm{driver}} + L_{\mathrm{bus}} + L_{\mathrm{application}} ; L_{\mathrm{response}} = L_{\mathrm{interrupt}} + L_{\mathrm{queue}} + L_{\mathrm{driver}} + L_{\mathrm{bus}} + L_{\mathrm{application}} ; M_{\mathrm{margin}} = M_{\mathrm{available}} - M_{\mathrm{required}}"
